Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02,2027.000000,2027.000000,1859.150024,1877.449951,1865.812256,45857806
2020-11-03,1890.000000,1909.000000,1835.099976,1850.400024,1838.930054,40931170
2020-11-04,1837.000000,1929.000000,1837.000000,1913.199951,1901.340698,37003111
2020-11-05,1954.949951,1960.949951,1932.000000,1955.000000,1942.881592,17170274
2020-11-06,1990.000000,2040.000000,1978.150024,2029.150024,2016.572021,30770080
2020-11-09,2062.100098,2069.000000,2036.000000,2050.699951,2037.988403,16539467
2020-11-10,2077.000000,2090.000000,2041.199951,2084.550049,2071.628662,17045147
2020-11-11,2089.000000,2095.000000,1978.099976,1997.199951,1984.819946,26178477
2020-11-12,1981.000000,2008.449951,1965.000000,1980.000000,1967.726563,18481466
2020-11-13,1982.000000,2036.650024,1981.750000,1996.400024,1984.025024,20946864
2020-11-14,2014.900024,2015.300049,1995.349976,2002.300049,1989.888428,2411900
2020-11-17,2085.000000,2085.000000,1985.000000,1993.250000,1980.894409,21479385
2020-11-18,1993.250000,2006.500000,1960.099976,1987.199951,1974.881958,14030652
2020-11-19,1987.199951,2010.449951,1968.199951,1973.150024,1960.919189,12828008
2020-11-20,1975.000000,1983.800049,1895.000000,1899.500000,1887.725708,26522972
2020-11-23,1951.000000,1970.000000,1926.250000,1950.699951,1938.608276,20918665
2020-11-24,1964.000000,1974.000000,1932.000000,1964.050049,1951.875488,14277083
2020-11-25,1980.000000,1992.949951,1942.199951,1947.800049,1935.726318,15062376
2020-11-26,1953.050049,1965.000000,1930.050049,1952.599976,1940.496460,11924527
2020-11-27,1940.500000,1956.099976,1921.400024,1929.800049,1917.837891,21845931
2020-12-01,1940.349976,1966.250000,1930.050049,1954.900024,1942.782227,9114939
2020-12-02,1958.500000,1962.000000,1935.000000,1958.150024,1946.012085,10240168
2020-12-03,1972.000000,1981.099976,1958.650024,1964.050049,1951.875488,12822945
2020-12-04,1969.000000,1969.000000,1940.000000,1946.750000,1934.682739,8521388
2020-12-07,1940.599976,1965.000000,1940.599976,1958.199951,1946.061646,8418767
2020-12-08,1961.150024,2014.250000,1950.000000,1993.750000,1981.391357,20030506
2020-12-09,2009.949951,2033.800049,1999.250000,2026.949951,2014.385620,13464375
2020-12-10,2021.599976,2028.500000,2001.000000,2007.000000,1994.559204,7414229
2020-12-11,2013.000000,2038.000000,1974.250000,2005.800049,1993.366821,12434745
2020-12-14,2007.949951,2015.000000,1986.349976,1991.300049,1978.956543,7989830
2020-12-15,1989.699951,1989.699951,1961.099976,1974.349976,1962.111572,8561406
2020-12-16,1988.000000,1994.949951,1965.699951,1976.550049,1964.298096,8565904
2020-12-17,1984.500000,2005.000000,1977.150024,1985.599976,1973.291870,9346460
2020-12-18,1980.099976,2004.900024,1965.000000,1991.550049,1979.205078,8522215
2020-12-21,2010.000000,2022.000000,1855.250000,1939.699951,1927.676392,20368545
2020-12-22,1949.000000,1958.900024,1888.449951,1936.699951,1924.694946,12986606
2020-12-23,1930.000000,1951.449951,1920.650024,1943.849976,1931.800659,8999898
2020-12-24,1947.000000,1998.800049,1945.900024,1994.150024,1981.788940,9588577
2020-12-28,2006.699951,2018.000000,1995.300049,2003.300049,1990.882202,7947719
2020-12-29,2009.000000,2012.300049,1982.550049,1990.050049,1977.714355,8589407
2020-12-30,1995.250000,2007.199951,1975.550049,1995.500000,1983.130493,10173132
2020-12-31,1993.500000,2011.900024,1978.599976,1985.300049,1972.993896,8667516
2021-01-01,1988.000000,1997.000000,1982.000000,1987.500000,1975.180176,4622002
2021-01-04,1995.099976,1998.900024,1968.000000,1990.849976,1978.509277,11312992
2021-01-05,1969.000000,1983.599976,1956.000000,1966.099976,1953.912720,11132803
2021-01-06,1965.900024,1966.000000,1905.150024,1914.250000,1902.384155,21414270
2021-01-07,1920.500000,1945.000000,1905.150024,1911.150024,1899.303467,14918406
2021-01-08,1918.000000,1938.400024,1912.099976,1933.699951,1921.713623,12709792
2021-01-11,1938.800049,1938.800049,1892.500000,1897.250000,1885.489624,15371556
2021-01-12,1903.000000,1960.000000,1899.900024,1957.050049,1944.918823,18996047
2021-01-13,1963.550049,1974.949951,1918.449951,1938.800049,1926.781982,12284876
2021-01-14,1945.000000,1966.900024,1939.050049,1960.599976,1948.446777,9946818
2021-01-15,1960.599976,1973.800049,1920.050049,1937.449951,1925.440308,9503790
2021-01-18,1949.099976,1997.000000,1923.349976,1983.949951,1971.652100,16198856
2021-01-19,1994.650024,2031.000000,1994.650024,2016.400024,2003.901001,14771048
2021-01-20,2021.400024,2058.000000,2001.400024,2054.699951,2041.963623,14271669
2021-01-21,2082.000000,2120.000000,2075.000000,2099.399902,2086.386475,18038987
2021-01-22,2111.000000,2115.350098,2035.150024,2049.600098,2036.895386,14090818
2021-01-25,2034.949951,2034.949951,1932.000000,1941.000000,1928.968384,25016570
2021-01-27,1925.000000,1925.000000,1888.000000,1895.000000,1883.253540,19553809
2021-01-28,1880.150024,1923.300049,1870.000000,1876.550049,1864.917969,15722291
2021-01-29,1894.300049,1913.099976,1830.000000,1841.949951,1830.532349,20173258
2021-02-01,1859.400024,1905.000000,1848.000000,1895.300049,1883.551758,15774504
2021-02-02,1914.250000,1940.000000,1854.949951,1925.800049,1913.862671,19138414
2021-02-03,1928.300049,1952.000000,1900.000000,1930.650024,1918.682617,13984228
2021-02-04,1924.000000,1940.000000,1905.000000,1924.300049,1912.371948,11826848
2021-02-05,1930.050049,1944.650024,1920.000000,1923.750000,1911.825317,9344470
2021-02-08,1933.050049,1969.000000,1929.050049,1951.449951,1939.353516,9776136
2021-02-09,1961.949951,1989.599976,1952.300049,1956.150024,1944.024536,9047308
2021-02-10,1953.750000,1984.750000,1927.300049,1974.300049,1962.062012,9799560
2021-02-11,1980.000000,2064.199951,1972.250000,2055.699951,2042.957275,19631870
2021-02-12,2055.500000,2078.000000,2015.400024,2041.599976,2028.944702,14074374
2021-02-15,2048.050049,2061.300049,2025.000000,2032.599976,2020.000610,7287590
2021-02-16,2039.750000,2079.399902,2035.000000,2059.500000,2046.733887,9886093
2021-02-17,2060.000000,2095.949951,2050.600098,2083.250000,2070.336670,10957388
2021-02-18,2085.000000,2108.399902,2059.100098,2067.699951,2054.883057,8605531
2021-02-19,2057.000000,2104.949951,2053.300049,2080.300049,2067.405029,10800704
2021-02-22,2080.000000,2089.899902,1994.949951,2008.099976,1995.652344,10985697
2021-02-23,2048.000000,2052.899902,2013.599976,2023.449951,2010.907227,11834752
2021-02-24,2030.000000,2065.250000,2026.150024,2061.000000,2048.224609,4987735
2021-02-25,2076.000000,2152.000000,2073.000000,2144.350098,2131.057861,16085897
2021-02-26,2117.000000,2133.899902,2070.699951,2085.800049,2072.870850,17297575
2021-03-01,2110.199951,2112.000000,2062.500000,2101.699951,2088.672363,8159670
2021-03-02,2122.000000,2130.000000,2089.100098,2106.000000,2092.945557,7915073
2021-03-03,2121.050049,2219.899902,2107.199951,2202.100098,2188.449951,14733134
2021-03-04,2180.000000,2189.949951,2157.699951,2175.850098,2162.362793,9892597
2021-03-05,2156.000000,2211.949951,2153.050049,2178.699951,2165.194824,11773630
2021-03-08,2168.500000,2231.899902,2168.000000,2191.100098,2177.518311,9002404
2021-03-09,2200.000000,2213.800049,2146.600098,2191.050049,2177.468506,6993792
2021-03-10,2207.000000,2215.100098,2170.250000,2181.949951,2168.424805,5316182
2021-03-12,2195.000000,2206.399902,2123.899902,2137.600098,2124.349609,7783173
2021-03-15,2140.050049,2148.899902,2080.500000,2108.899902,2095.827393,7706170
2021-03-16,2114.000000,2126.000000,2095.500000,2100.600098,2087.579102,6402757
2021-03-17,2098.050049,2103.000000,2035.099976,2055.350098,2042.609741,8865521
2021-03-18,2072.899902,2084.800049,2001.000000,2009.099976,1996.646240,9528809
2021-03-19,1991.000000,2095.850098,1982.800049,2082.000000,2069.094482,19284892
2021-03-22,2071.000000,2074.000000,2033.199951,2062.399902,2049.615723,8571196
2021-03-23,2061.949951,2109.699951,2056.000000,2087.500000,2074.560059,8039865
2021-03-24,2079.750000,2079.750000,2040.400024,2047.300049,2034.609497,7763726
2021-03-25,2054.000000,2054.000000,1985.000000,1991.449951,1979.105713,10153757
2021-03-26,2012.000000,2013.699951,1973.699951,1994.650024,1982.285889,9313160
2021-03-30,2008.000000,2048.899902,1991.550049,2029.300049,2016.721069,9433842
2021-03-31,2018.000000,2049.899902,1999.000000,2003.099976,1990.683350,7499740
2021-04-01,2018.000000,2030.000000,2003.150024,2021.849976,2009.317139,5410307
2021-04-05,2024.949951,2025.000000,1962.099976,1992.599976,1980.248413,6864856
2021-04-06,2004.000000,2004.949951,1969.000000,1984.300049,1972.000000,6465241
2021-04-07,2000.000000,2046.900024,1993.300049,2002.849976,1990.434937,11198918
2021-04-08,2011.000000,2022.000000,1993.000000,2005.349976,1992.919434,7092878
2021-04-09,1998.449951,2006.349976,1980.000000,1982.050049,1969.764038,6478482
2021-04-12,1959.000000,1961.400024,1900.250000,1911.150024,1899.303467,9646031
2021-04-13,1924.000000,1940.599976,1917.849976,1931.800049,1919.825439,8958261
2021-04-15,1926.300049,1961.000000,1913.000000,1944.300049,1932.247925,9102492
2021-04-16,1936.599976,1949.900024,1926.449951,1932.099976,1920.123535,7225679
2021-04-19,1904.000000,1916.400024,1890.000000,1901.699951,1889.911865,8527967
2021-04-20,1910.500000,1919.000000,1890.449951,1901.150024,1889.365356,7939490
2021-04-22,1892.250000,1914.449951,1876.699951,1906.400024,1894.582886,6687573
2021-04-23,1906.000000,1918.900024,1895.349976,1904.349976,1892.545532,5459016
2021-04-26,1920.000000,1962.000000,1911.500000,1937.849976,1925.837891,9620785
2021-04-27,1940.000000,1997.199951,1938.250000,1988.650024,1976.322998,9226547
2021-04-28,1997.849976,2008.000000,1980.150024,1997.300049,1984.919434,7902002
2021-04-29,2022.900024,2044.500000,2007.300049,2024.050049,2011.503662,8035915
2021-04-30,2008.500000,2036.000000,1987.550049,1994.500000,1982.136841,9150974
2021-05-03,1966.000000,1979.000000,1943.099976,1959.050049,1946.906494,10909942
2021-05-04,1950.000000,1967.800049,1911.000000,1916.599976,1904.719604,10083693
2021-05-05,1923.349976,1938.500000,1908.050049,1920.099976,1908.197876,5719649
2021-05-06,1921.849976,1935.000000,1906.599976,1931.000000,1919.030396,6749281
2021-05-07,1937.750000,1955.650024,1926.000000,1931.750000,1919.775757,5671163
2021-05-10,1939.000000,1946.800049,1920.949951,1926.199951,1914.260010,6433879
2021-05-11,1915.000000,1938.550049,1910.000000,1933.150024,1921.166992,6220217
2021-05-12,1930.099976,1932.900024,1907.000000,1913.150024,1901.291016,6081627
2021-05-14,1928.050049,1942.000000,1906.000000,1937.300049,1925.291382,6134079
2021-05-17,1937.300049,1963.449951,1930.400024,1960.349976,1948.198364,5479424
2021-05-18,1981.000000,2002.599976,1972.500000,1987.949951,1975.627319,5567958
2021-05-19,1980.000000,2016.449951,1972.000000,1997.050049,1984.671021,7530294
2021-05-20,1997.900024,2010.900024,1981.000000,1985.400024,1973.093140,5271497
2021-05-21,1992.000000,2009.599976,1986.000000,2002.550049,1990.136963,4977555
2021-05-24,2008.000000,2009.800049,1982.000000,1985.650024,1973.341553,3946636
2021-05-25,1996.400024,1997.000000,1960.000000,1963.150024,1950.981079,6821015
2021-05-26,1975.000000,1979.500000,1965.300049,1970.050049,1957.838379,3452113
2021-05-27,1970.300049,1993.000000,1962.250000,1976.099976,1963.850830,12377100
2021-05-28,1990.000000,2105.000000,1990.000000,2094.800049,2081.815186,26060864
2021-05-31,2102.000000,2191.699951,2085.050049,2160.300049,2146.908936,27285782
2021-06-01,2166.000000,2202.000000,2146.500000,2168.899902,2155.455811,12928379
2021-06-02,2157.000000,2209.500000,2157.000000,2201.250000,2187.605225,11366816
2021-06-03,2221.000000,2250.000000,2196.100098,2209.649902,2195.953125,11064116
2021-06-04,2214.800049,2216.449951,2184.250000,2190.500000,2176.921875,6677278
2021-06-07,2202.000000,2242.000000,2185.000000,2227.399902,2213.593018,7539326
2021-06-08,2226.600098,2227.149902,2198.149902,2214.600098,2200.872559,4464889
2021-06-09,2219.000000,2221.000000,2157.949951,2175.000000,2161.518066,5265326
2021-06-10,2193.399902,2230.000000,2177.550049,2183.000000,2169.468262,6532832
2021-06-11,2182.899902,2228.000000,2180.100098,2213.149902,2206.506592,6351520
2021-06-14,2215.000000,2258.250000,2195.050049,2244.899902,2238.161377,9383416
2021-06-15,2261.000000,2274.899902,2240.300049,2250.000000,2243.246094,7002898
2021-06-16,2244.899902,2247.050049,2205.850098,2211.600098,2204.961670,4982975
2021-06-17,2200.000000,2235.000000,2179.899902,2215.649902,2208.999268,7266765
2021-06-18,2225.500000,2235.000000,2184.350098,2225.649902,2218.969238,13553801
2021-06-21,2203.500000,2247.500000,2200.149902,2237.250000,2230.534424,5624044
2021-06-22,2254.000000,2261.000000,2219.350098,2225.750000,2219.069092,5940386
2021-06-23,2250.000000,2250.600098,2201.699951,2205.350098,2198.730225,7685796
2021-06-24,2206.850098,2214.600098,2140.000000,2153.500000,2147.035889,42209687
2021-06-25,2153.500000,2153.500000,2081.100098,2104.449951,2098.133057,25546334
2021-06-28,2122.000000,2126.500000,2081.000000,2086.000000,2079.738525,9357852
2021-06-29,2089.500000,2109.000000,2084.100098,2087.800049,2081.533203,12526981
2021-06-30,2096.250000,2122.649902,2091.050049,2110.649902,2104.314453,9120556
2021-07-01,2118.000000,2123.149902,2095.000000,2097.949951,2091.652588,5784627
2021-07-02,2097.000000,2132.899902,2092.949951,2129.050049,2122.659180,6500973
2021-07-05,2136.449951,2153.550049,2131.500000,2150.199951,2143.745605,5400604
2021-07-06,2144.949951,2148.899902,2120.199951,2124.800049,2118.422119,4647361
2021-07-07,2127.750000,2127.750000,2098.000000,2110.050049,2103.716309,4824931
2021-07-08,2116.949951,2116.949951,2081.000000,2092.600098,2086.318848,5162088
2021-07-09,2088.000000,2091.699951,2066.100098,2071.199951,2064.982910,4170886
2021-07-12,2079.750000,2101.500000,2074.500000,2084.100098,2077.844238,3962111
2021-07-13,2100.000000,2103.050049,2088.050049,2099.699951,2093.397217,3099956
2021-07-14,2100.350098,2106.850098,2081.250000,2086.000000,2079.738525,3937768
2021-07-15,2095.000000,2095.000000,2078.500000,2082.350098,2076.099609,4360415
2021-07-16,2087.750000,2114.750000,2087.600098,2112.399902,2106.059082,4074206
2021-07-19,2100.000000,2124.000000,2092.250000,2098.949951,2092.649658,3855577
2021-07-20,2099.500000,2108.000000,2084.000000,2093.800049,2087.515137,3111185
2021-07-22,2119.000000,2123.899902,2098.149902,2120.699951,2114.334229,3679260
2021-07-23,2134.449951,2134.449951,2102.050049,2105.699951,2099.379395,4585938
2021-07-26,2108.000000,2121.000000,2071.100098,2076.850098,2070.615967,5717830
2021-07-27,2076.800049,2083.699951,2042.000000,2055.000000,2048.831543,4995516
2021-07-28,2058.000000,2058.000000,2016.250000,2037.349976,2031.234497,5952355
2021-07-29,2054.000000,2074.399902,2043.400024,2053.250000,2047.086792,6352886
2021-07-30,2058.000000,2067.949951,2031.099976,2035.300049,2029.190674,5238304
2021-08-02,2054.300049,2079.399902,2041.150024,2072.500000,2066.279053,5041934
2021-08-03,2090.000000,2091.000000,2064.199951,2087.750000,2081.483154,5453682
2021-08-04,2094.399902,2114.000000,2087.000000,2103.750000,2097.435303,6077861
2021-08-05,2114.300049,2154.800049,2104.250000,2134.250000,2127.843750,9807831
2021-08-06,2129.949951,2146.949951,2078.750000,2089.050049,2082.779297,7670583
2021-08-09,2081.000000,2089.800049,2066.500000,2077.149902,2070.915039,3458546
2021-08-10,2082.000000,2113.000000,2073.750000,2088.050049,2081.782471,5500708
2021-08-11,2096.949951,2120.000000,2083.399902,2117.300049,2110.944580,4238859
2021-08-12,2124.899902,2126.199951,2105.000000,2110.500000,2104.165039,3755507
2021-08-13,2117.300049,2149.899902,2108.949951,2145.649902,2139.209229,5898384
2021-08-16,2149.350098,2203.000000,2128.149902,2173.500000,2166.975830,10123204
2021-08-17,2168.850098,2185.199951,2147.850098,2164.250000,2157.753662,5841743
2021-08-18,2174.000000,2186.800049,2152.600098,2172.649902,2166.128174,4650008
2021-08-20,2143.000000,2172.000000,2137.000000,2148.250000,2141.801514,4350228
2021-08-23,2174.000000,2174.000000,2132.300049,2162.350098,2155.859375,4547802
2021-08-24,2165.050049,2192.000000,2155.600098,2183.699951,2177.145264,5475452
2021-08-25,2185.399902,2220.000000,2180.100098,2202.600098,2195.988525,6175126
2021-08-26,2208.000000,2244.899902,2205.000000,2230.449951,2223.754883,8579105
2021-08-27,2237.000000,2242.750000,2216.050049,2227.399902,2220.713867,4836812
2021-08-30,2250.000000,2275.850098,2236.800049,2270.250000,2263.435303,6473487
2021-08-31,2276.899902,2283.750000,2242.250000,2258.149902,2251.371582,12223037
2021-09-01,2273.000000,2292.899902,2263.000000,2267.100098,2260.294922,5143640
2021-09-02,2255.000000,2307.800049,2255.000000,2294.399902,2287.512939,4595048
2021-09-03,2310.000000,2395.000000,2302.500000,2388.500000,2381.330566,14151629
2021-09-06,2413.000000,2480.000000,2412.000000,2425.600098,2418.319092,15525644
2021-09-07,2430.000000,2458.000000,2412.000000,2440.899902,2433.572998,8006968
2021-09-08,2452.000000,2454.000000,2406.649902,2431.350098,2424.052002,6600210
